provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P075852,43,7,2,10,29
P075853,51,8,1,1,58
P075854,41,10,6,1,62
P075855,53,9,2,1,61
P075856,43,8,4,10,26
P075857,60,7,5,1,63
P075858,57,10,6,10,50
P075859,52,7,1,1,59
P075860,43,7,3,1,49
P075861,50,9,4,1,65
P075862,52,6,2,10,40
P075863,55,10,3,1,73
P075864,58,9,5,10,42
P075865,60,9,4,1,66
P075866,47,6,1,1,42
P075867,60,9,4,1,68
P075868,30,7,4,10,20
P075869,53,7,6,10,41
P075870,37,8,0,1,37
P075871,48,10,3,10,32
P075872,46,9,2,10,29
P075873,49,6,1,10,18
P075874,53,7,4,10,33
P075875,40,10,2,1,53
P075876,43,8,1,1,45
P075877,59,7,0,1,59
P075878,45,8,2,1,59
P075879,60,7,1,1,64
P075880,47,10,5,10,39
P075881,47,8,2,10,33
P075882,59,10,3,1,75
P075883,56,7,5,10,37
P075884,53,10,2,10,35
P075885,39,8,1,10,18
P075886,47,10,2,1,60
P075887,38,8,3,10,22
P075888,59,6,1,10,27
P075889,60,6,2,1,60
P075890,51,10,3,1,73
P075891,51,8,5,1,64
P075892,50,10,3,10,32
P075893,52,6,2,10,20
P075894,56,6,4,10,39
P075895,60,9,1,10,43
P075896,50,6,5,1,47
P075897,60,7,4,1,66
P075898,59,6,2,10,31
P075899,47,10,4,10,41
P075900,42,6,3,10,25
P075901,54,7,1,1,52
P075902,50,7,3,10,39
P075903,50,8,5,10,46
P075904,43,7,4,10,27
P075905,60,9,2,10,49
P075906,54,9,6,10,55
P075907,51,6,2,10,32
P075908,47,9,0,10,35
P075909,50,7,3,10,25
P075910,47,7,2,1,44
P075911,52,10,3,10,47
P075912,51,6,6,1,61
P075913,48,7,3,1,58
P075914,56,6,2,10,31
P075915,50,6,3,10,29
P075916,53,6,2,1,53
P075917,49,8,1,10,29
P075918,48,6,3,1,44
P075919,46,9,4,10,28
P075920,55,8,2,1,57
P075921,47,6,2,1,46
P075922,40,7,6,10,29
P075923,41,9,2,1,55
P075924,49,9,2,10,36
P075925,48,8,1,10,40
P075926,51,8,5,10,34
P075927,60,7,3,1,61
P075928,60,7,0,1,58
P075929,49,7,2,10,37
P075930,51,7,3,10,33
P075931,35,8,1,1,51
P075932,57,6,3,1,47
P075933,44,6,6,1,46
P075934,51,9,5,10,42
P075935,40,8,2,10,28
P075936,60,7,4,10,42
P075937,40,7,4,10,33
P075938,60,9,4,10,57
P075939,50,9,0,1,62
P075940,56,9,1,1,58
P075941,35,10,2,1,54
P075942,50,7,3,1,54
P075943,42,6,0,10,18
P075944,49,7,3,10,29
P075945,60,6,1,10,28
P075946,42,7,3,10,31
P075947,49,10,3,10,43
P075948,56,7,1,10,43
P075949,50,8,6,10,47
P075950,46,7,2,10,33
P075951,60,8,3,10,44
P075952,40,7,1,10,27
P075953,40,6,5,1,40
P075954,51,6,3,1,50
P075955,45,10,1,10,35
P075956,32,9,2,1,42
P075957,45,7,4,10,30
P075958,43,6,4,10,31
P075959,56,8,1,10,44
P075960,46,10,2,1,61
P075961,49,8,2,10,29
P075962,60,9,2,1,56
P075963,43,10,4,10,43
P075964,30,7,2,10,23
P075965,46,10,3,10,36
P075966,57,6,2,10,33
P075967,38,6,1,1,46
P075968,39,10,1,10,27
P075969,52,9,5,10,46
P075970,45,6,0,10,29
P075971,48,8,1,1,58
P075972,43,9,3,10,34
P075973,37,8,4,10,22
P075974,50,10,2,10,42
P075975,41,10,1,10,31
P075976,46,9,4,10,36
P075977,48,10,3,10,39
P075978,40,10,2,10,38
P075979,60,8,7,10,51
P075980,48,7,3,10,21
P075981,59,8,3,10,36
P075982,46,9,5,10,39
P075983,43,8,3,10,42
P075984,57,9,3,10,46
P075985,48,10,2,10,36
P075986,51,9,1,10,29
P075987,33,6,3,1,41
P075988,60,9,0,1,64
P075989,48,8,3,1,52
P075990,38,9,5,10,34
P075991,57,10,1,1,70
P075992,48,7,2,10,36
P075993,52,10,1,10,35
P075994,60,6,0,1,51
P075995,44,8,2,1,54
P075996,43,8,2,1,50
P075997,49,8,2,10,37
P075998,54,7,4,1,64
P075999,49,8,3,10,30
P076000,59,8,3,10,40
P076001,49,9,5,10,43
P076002,51,8,2,1,55
P076003,35,6,6,1,48
P076004,44,9,2,10,30
P076005,55,9,3,1,65
P076006,30,7,2,10,19
P076007,44,6,5,1,47
P076008,60,8,2,10,44
P076009,58,6,3,10,26
P076010,38,9,1,10,28
P076011,38,9,4,10,32
P076012,54,10,3,1,66
P076013,38,7,3,1,46
P076014,37,7,2,1,42
P076015,60,7,1,1,64
P076016,42,8,5,10,36
P076017,41,6,4,10,25
P076018,43,10,2,10,32
P076019,59,9,3,10,49
P076020,47,8,2,1,47
P076021,40,8,1,1,56
P076022,34,9,4,10,28
P076023,44,9,0,10,38
P076024,60,9,4,10,48
P076025,50,9,2,10,39
P076026,60,8,2,10,41
P076027,47,10,3,10,30
P076028,53,6,4,1,57
P076029,55,9,5,1,62
P076030,40,9,3,10,33
P076031,60,8,2,10,45
P076032,46,9,2,10,27
P076033,56,6,3,10,34
P076034,49,8,1,1,50
P076035,40,6,2,10,28
P076036,57,7,2,1,60
P076037,60,10,3,10,51
P076038,51,6,5,10,31
P076039,44,6,2,1,44
P076040,52,10,2,1,61
P076041,45,9,1,1,50
P076042,60,10,5,10,57
P076043,55,7,4,1,58
P076044,46,6,3,1,40
P076045,43,7,6,10,30
P076046,50,9,1,10,47
P076047,60,8,2,1,67
P076048,43,7,5,10,33
P076049,55,8,4,1,57
P076050,47,8,2,10,39
P076051,48,8,5,10,35
P076052,49,6,3,10,27
P076053,60,9,4,10,47
P076054,60,6,2,1,59
P076055,58,6,1,10,27
P076056,42,7,2,10,27
P076057,60,7,2,1,57
P076058,55,10,1,1,62
P076059,47,10,2,10,29
P076060,49,9,0,10,37
P076061,53,9,4,10,48
P076062,40,8,3,1,53
P076063,59,10,0,1,67
P076064,55,9,4,10,35
P076065,53,6,4,10,32
P076066,40,9,5,1,64
P076067,56,8,0,1,60
P076068,53,10,4,10,38
P076069,55,9,0,10,39
P076070,30,9,2,10,28
P076071,43,8,3,10,26
P076072,54,9,4,10,35
P076073,52,10,1,10,40
P076074,50,8,2,1,54
P076075,54,7,5,10,42
P076076,58,10,5,1,70
P076077,60,10,2,10,46
P076078,56,6,3,10,37
P076079,60,9,2,1,65
P076080,50,6,4,1,52
P076081,57,6,4,10,35
P076082,45,10,2,1,61
P076083,30,8,1,1,32
P076084,59,6,2,10,31
P076085,50,9,2,1,61
P076086,52,7,2,1,52
P076087,60,7,5,10,43
P076088,39,6,2,1,45
P076089,52,8,5,1,68
P076090,50,6,1,10,31
P076091,57,7,5,10,51
P076092,45,7,3,10,29
P076093,59,8,3,10,40
P076094,46,10,2,10,44
P076095,60,6,2,1,58
P076096,39,9,2,10,34
P076097,59,10,1,10,46
P076098,60,7,2,1,65
P076099,56,7,3,10,31
P076100,52,8,1,1,60
P076101,52,9,1,1,70
P076102,42,6,2,10,31
P076103,46,9,4,10,40
P076104,39,6,4,1,49
P076105,36,6,7,10,25
P076106,45,7,2,10,29
P076107,54,9,4,1,68
P076108,55,6,5,10,38
P076109,46,6,7,10,30
P076110,49,8,3,1,62
P076111,35,10,2,1,49
P076112,50,9,1,1,54
P076113,45,6,1,10,28
P076114,48,7,2,1,55
P076115,33,10,1,10,31
P076116,40,10,2,10,27
P076117,57,9,6,10,44
P076118,60,9,5,1,65
P076119,59,10,2,1,68
P076120,53,6,1,1,47
P076121,52,7,1,1,56
P076122,44,7,2,10,39
P076123,60,10,1,10,42
P076124,51,7,3,10,33
P076125,49,9,1,10,38
P076126,54,9,3,1,53
P076127,48,7,2,10,27
P076128,54,8,2,10,45
P076129,48,7,5,10,34
P076130,48,6,3,1,56
P076131,47,9,4,10,38
P076132,58,6,2,1,52
P076133,59,9,4,10,50
P076134,51,7,1,10,29
P076135,51,8,4,10,40
P076136,52,6,2,10,28
P076137,40,10,6,10,45
P076138,55,9,1,10,43
P076139,56,6,1,10,30
P076140,51,6,2,1,49
P076141,54,10,1,10,41
P076142,49,10,4,10,49
P076143,55,8,4,10,42
P076144,56,10,0,10,41
P076145,51,8,4,1,59
P076146,46,7,3,1,51
P076147,54,9,2,10,39
P076148,57,10,3,10,50
P076149,48,6,1,10,24
P076150,47,7,2,1,52
P076151,52,8,2,10,31
P076152,56,9,5,10,42
P076153,50,9,1,10,28
P076154,60,7,4,10,40
P076155,59,6,5,10,48
P076156,49,7,5,10,39
P076157,34,7,3,10,26
P076158,48,10,2,10,43
P076159,42,6,5,1,54
P076160,57,6,5,1,65
P076161,52,9,4,10,38
P076162,60,9,0,10,42
P076163,47,8,1,10,27
P076164,53,9,1,10,39
P076165,52,10,2,10,47
P076166,51,8,0,10,33
P076167,60,10,1,1,66
P076168,42,6,2,10,19
P076169,56,10,3,10,52
P076170,38,7,1,1,47
P076171,60,6,1,10,33
P076172,56,9,2,1,68
P076173,47,10,1,10,45
P076174,38,9,1,1,57
P076175,50,9,2,10,52
P076176,49,10,3,10,39
P076177,48,6,2,10,29
P076178,53,10,2,10,49
P076179,39,7,4,1,54
P076180,60,8,2,10,43
P076181,58,8,3,10,44
P076182,55,9,2,10,34
P076183,52,8,0,10,30
P076184,53,6,1,10,27
P076185,60,8,4,1,71
P076186,60,6,1,1,51
P076187,43,7,0,1,53
P076188,32,10,3,10,31
P076189,51,10,1,1,57
P076190,51,9,4,10,48
P076191,41,7,5,1,54
P076192,50,7,4,10,20
P076193,44,6,3,10,26
P076194,48,9,3,1,54
P076195,49,6,1,10,31
P076196,42,9,2,10,31
P076197,54,9,5,10,39
P076198,43,7,4,1,52
P076199,36,9,4,1,51
P076200,48,9,2,10,35
P076201,44,7,3,1,47
P076202,53,8,3,10,36
P076203,54,9,2,10,41
P076204,52,9,1,10,44
P076205,56,7,4,1,55
P076206,48,9,3,10,29
P076207,40,7,3,1,54
P076208,60,6,4,10,31
P076209,49,7,5,10,37
P076210,33,10,0,10,23
P076211,49,9,5,1,58
P076212,48,10,3,10,46
P076213,60,8,1,10,34
P076214,30,10,4,1,53
P076215,45,8,1,10,40
P076216,50,10,3,10,42
P076217,51,6,6,1,57
P076218,47,9,2,1,69
P076219,45,9,2,10,33
P076220,47,7,4,10,23
P076221,44,7,3,1,55
P076222,60,7,1,10,37
P076223,50,6,2,10,41
P076224,48,10,4,1,68
P076225,60,9,1,1,64
P076226,54,8,1,1,66
P076227,43,6,3,10,21
P076228,43,6,3,10,24
P076229,55,9,2,1,64
P076230,55,6,1,10,29
P076231,52,10,0,10,43
P076232,54,7,5,10,23
P076233,41,10,2,10,35
P076234,35,7,5,1,50
P076235,43,9,2,1,61
P076236,43,9,7,10,41
P076237,50,9,7,10,40
P076238,44,9,2,1,51
P076239,59,8,4,1,61
P076240,57,8,2,10,50
P076241,58,6,2,10,28
P076242,55,8,2,1,61
P076243,57,8,3,10,41
P076244,39,10,4,10,34
P076245,54,10,2,10,43
P076246,53,6,5,10,36
P076247,43,6,2,1,36
P076248,57,8,5,10,36
P076249,38,10,2,1,52
P076250,42,7,3,1,44
P076251,46,7,1,10,31
P076252,54,6,4,10,24
P076253,41,9,3,10,30
P076254,60,6,3,10,31
P076255,52,7,6,1,58
P076256,45,9,4,10,37
P076257,38,9,2,10,23
P076258,55,9,4,1,74
P076259,54,7,2,10,37
P076260,57,9,5,1,65
P076261,60,8,0,1,56
P076262,50,10,5,10,41
P076263,43,7,1,10,28
P076264,32,7,5,1,41
P076265,43,10,3,10,35
P076266,54,6,2,1,61
P076267,45,9,4,10,43
P076268,41,8,2,10,32
P076269,45,10,2,10,38
P076270,39,9,2,1,58
P076271,51,7,2,1,57
P076272,59,7,2,10,32
P076273,39,9,4,10,37
P076274,58,10,3,10,49
P076275,56,8,2,10,45
P076276,44,9,1,1,44
P076277,60,6,3,10,45
P076278,44,6,1,1,35
P076279,57,8,6,10,47
P076280,33,9,2,10,26
P076281,47,9,0,10,38
P076282,52,7,4,10,39
P076283,42,10,2,10,32
P076284,42,6,6,10,26
P076285,60,10,1,1,69
P076286,60,8,3,1,72
P076287,35,9,3,10,33
P076288,38,6,2,10,22
P076289,60,6,2,10,39
P076290,43,8,2,1,57
P076291,49,8,0,1,54
P076292,46,10,1,10,35
P076293,44,7,2,10,30
P076294,53,6,5,1,55
P076295,55,9,3,10,47
P076296,49,8,2,1,49
P076297,43,6,4,1,48
P076298,49,6,2,1,48
P076299,48,10,2,10,37
P076300,46,8,3,10,34
P076301,56,10,4,1,74
P076302,37,10,5,10,35
P076303,53,9,1,10,42
P076304,36,9,1,1,50
P076305,58,10,5,10,39
P076306,40,8,1,10,29
P076307,53,8,1,10,37
P076308,51,6,5,1,50
P076309,46,9,4,1,75
P076310,44,10,2,10,42
P076311,40,9,3,1,53
P076312,31,7,2,10,25
P076313,50,7,3,1,54
P076314,40,7,4,1,53
P076315,51,9,1,10,40
P076316,52,6,2,10,29
P076317,54,7,2,10,37
P076318,52,6,3,10,25
P076319,60,6,3,10,37
P076320,45,7,3,10,33
P076321,49,8,0,10,30
P076322,60,7,4,10,38
P076323,60,6,4,10,40
P076324,52,9,6,10,41
P076325,53,10,4,1,61
P076326,49,8,3,10,32
P076327,30,8,6,10,24
P076328,60,10,4,10,46
P076329,51,8,2,10,28
P076330,55,6,0,10,37
P076331,52,8,1,10,33
P076332,54,7,0,1,57
P076333,58,9,4,1,63
P076334,60,10,3,10,46
P076335,49,10,2,10,39
P076336,46,8,2,1,55
P076337,52,8,4,1,54
P076338,50,7,2,10,24
P076339,60,9,4,10,48
P076340,48,10,2,1,59
P076341,47,10,3,10,45
P076342,48,8,3,10,32
P076343,39,7,3,10,8
P076344,36,6,2,10,20
P076345,49,6,2,1,47
P076346,54,8,1,10,34
P076347,58,10,5,1,65
P076348,53,8,3,1,63
P076349,43,10,5,1,63
P076350,43,10,2,10,35
P076351,50,7,3,10,30
P076352,55,6,1,1,57
P076353,52,9,0,1,59
P076354,60,10,2,1,82
P076355,56,10,4,1,68
P076356,43,6,1,1,51
P076357,49,8,4,10,40
P076358,46,6,6,10,39
P076359,49,7,4,10,38
P076360,57,9,4,10,44
P076361,43,6,2,10,16
P076362,43,8,5,10,33
P076363,51,9,6,1,59
P076364,39,8,1,1,46
P076365,47,6,3,10,22
P076366,41,6,3,1,43
P076367,46,7,2,10,34
P076368,60,8,1,10,44
P076369,36,7,4,1,43
P076370,54,10,2,10,44
P076371,50,8,2,10,31
P076372,54,6,0,10,18
P076373,52,6,1,10,31
P076374,44,10,2,10,36
P076375,56,9,1,1,65
P076376,45,6,1,10,27
P076377,55,10,4,1,69
P076378,55,7,3,10,36
P076379,44,9,3,10,25
P076380,53,10,4,1,71
P076381,60,7,4,1,61
P076382,34,9,1,1,40
P076383,41,10,0,10,32
P076384,52,7,2,10,34
P076385,38,8,5,10,29
P076386,55,9,7,10,51
P076387,59,9,2,1,63
P076388,58,9,1,10,45
P076389,32,6,1,10,16
P076390,56,10,2,1,69
P076391,50,6,0,10,17
P076392,32,8,4,10,31
P076393,49,7,4,10,38
P076394,49,9,0,1,68
P076395,54,9,2,1,70
P076396,51,10,1,10,41
P076397,37,8,6,10,33
P076398,45,6,4,10,34
P076399,51,10,3,1,69
P076400,53,9,5,10,36
P076401,30,9,3,10,21
P076402,46,9,4,1,59
P076403,58,8,4,10,51
P076404,55,8,4,1,58
P076405,50,10,2,10,43
P076406,56,7,2,1,62
P076407,56,10,3,1,67
P076408,58,8,2,10,29
P076409,49,7,5,1,54
P076410,53,6,1,10,32
P076411,52,6,1,10,28
P076412,41,6,1,10,24
P076413,47,7,2,1,51
P076414,51,8,2,10,48
P076415,56,9,2,1,59
P076416,52,8,4,10,35
P076417,53,6,3,10,38
P076418,47,6,1,1,47
P076419,60,10,2,10,49
P076420,45,10,4,1,68
P076421,40,10,4,10,39
P076422,38,7,2,1,35
P076423,34,10,3,1,51
P076424,37,8,3,10,32
P076425,41,8,3,10,30
P076426,51,7,4,10,36
P076427,51,8,3,10,39
P076428,49,10,1,10,45
P076429,58,8,3,10,37
P076430,43,8,3,10,25
P076431,50,8,2,1,56
P076432,45,7,1,10,31
P076433,60,10,1,10,37
P076434,58,6,4,1,62
P076435,40,9,4,10,35
P076436,54,9,2,10,35
P076437,49,7,5,10,32
P076438,39,7,3,1,48
P076439,60,9,5,1,76
P076440,48,9,4,1,52
P076441,50,9,6,10,40
P076442,60,7,2,10,44
P076443,40,6,1,10,21
P076444,45,6,2,1,56
P076445,38,10,3,10,28
P076446,59,6,2,10,32
P076447,53,7,0,10,29
P076448,47,9,4,10,38
P076449,54,8,1,10,37
P076450,48,6,0,10,29
P076451,60,7,4,10,38
P076452,42,10,1,10,38
P076453,56,10,1,10,47
P076454,38,6,3,10,15
P076455,36,7,3,1,52
P076456,48,8,1,1,48
P076457,54,10,2,10,45
P076458,39,9,3,10,32
P076459,47,6,2,1,50
P076460,60,8,4,1,65
P076461,46,8,2,10,32
P076462,49,6,2,10,34
P076463,48,8,3,1,50
P076464,44,8,0,1,53
P076465,55,10,2,10,36
P076466,60,9,0,1,70
P076467,53,7,4,1,62
P076468,54,6,5,10,38
P076469,48,8,5,10,41
P076470,41,6,5,10,31
P076471,48,9,3,10,40
P076472,43,8,1,10,29
P076473,49,6,4,10,20
P076474,51,6,4,10,28
P076475,43,7,2,10,28
P076476,52,8,0,10,34
P076477,46,8,3,10,31
P076478,44,7,3,1,52
P076479,40,7,0,10,27
P076480,54,8,5,10,44
P076481,49,8,0,10,40
P076482,52,6,5,1,68
P076483,44,10,0,10,37
P076484,50,9,3,10,36
P076485,55,10,4,1,69
P076486,50,8,1,10,37
P076487,55,9,4,10,40
P076488,36,7,2,10,21
P076489,54,7,4,10,38
P076490,55,8,3,1,68
P076491,53,10,5,1,69
P076492,43,6,3,1,45
P076493,60,8,0,1,69
P076494,33,7,6,1,58
P076495,42,7,4,10,30
P076496,55,8,1,1,63
P076497,56,8,4,10,39
P076498,46,8,1,10,26
P076499,47,6,1,10,15
P076500,40,10,2,10,41
P076501,47,6,5,10,25
P076502,53,9,3,1,58
P076503,54,8,5,1,61
P076504,48,10,4,10,36
P076505,49,10,3,10,35
P076506,60,8,1,10,36
P076507,49,9,1,1,64
P076508,35,6,1,10,15
P076509,48,9,3,10,38
P076510,55,8,1,1,57
P076511,60,7,0,10,39
P076512,53,8,3,10,34
P076513,47,10,1,10,40
P076514,55,6,1,10,32
P076515,60,9,3,10,49
P076516,46,10,0,10,29
P076517,60,8,2,1,54
P076518,48,10,1,1,60
P076519,43,7,5,1,48
P076520,57,10,3,10,57
P076521,34,8,4,10,24
P076522,49,10,2,10,42
P076523,50,9,2,1,58
P076524,41,10,4,1,56
P076525,38,9,3,10,29
P076526,45,6,4,10,34
P076527,50,10,4,10,34
P076528,36,10,4,1,57
P076529,46,6,1,1,46
P076530,58,10,3,1,69
P076531,54,6,2,10,36
P076532,51,7,2,10,40
P076533,41,8,2,1,53
P076534,35,9,0,1,45
P076535,48,9,2,10,37
P076536,52,7,5,10,43
P076537,42,10,2,10,41
P076538,47,8,0,1,54
P076539,40,9,1,1,55
P076540,57,7,0,10,30
P076541,43,8,6,10,31
P076542,37,6,1,10,20
P076543,44,8,5,1,59
P076544,51,9,2,10,32
P076545,52,7,2,10,28
P076546,51,9,2,10,43
P076547,40,10,2,10,32
P076548,38,9,2,1,47
P076549,36,6,1,1,45
P076550,55,7,3,10,29
P076551,47,9,1,10,31
P076552,51,7,2,10,32
P076553,46,7,1,1,46
P076554,46,9,5,10,34
P076555,35,8,2,10,25
P076556,57,7,3,10,51
P076557,45,7,5,10,43
P076558,43,6,4,1,46
P076559,60,10,3,1,70
P076560,48,9,5,10,32
P076561,50,6,4,10,39
P076562,55,6,1,1,58
P076563,34,8,0,10,23
P076564,47,6,4,1,46
P076565,56,8,3,1,60
P076566,53,8,0,10,44
P076567,38,9,3,10,30
P076568,43,9,5,10,39
P076569,43,8,1,1,50
P076570,53,10,1,10,45
P076571,51,7,0,10,34
P076572,60,7,2,10,41
P076573,60,6,3,10,36
P076574,60,9,3,1,70
P076575,47,6,2,10,26
P076576,45,7,4,10,28
P076577,54,8,5,10,37
P076578,37,7,3,1,51
P076579,60,6,5,1,59
P076580,40,7,4,10,34
P076581,39,6,4,10,24
P076582,41,9,1,1,45
P076583,50,8,1,10,34
P076584,34,9,4,10,34
P076585,60,6,2,10,31
P076586,57,6,4,10,36
P076587,56,6,2,1,55
P076588,30,9,2,10,32
P076589,49,8,2,10,31
P076590,55,7,5,10,38
P076591,52,8,4,1,56
P076592,41,9,1,10,23
P076593,60,6,3,1,56
P076594,58,7,2,10,46
P076595,44,10,2,10,37
P076596,58,8,4,10,44
P076597,57,10,1,1,73
P076598,49,10,2,1,59
P076599,53,6,0,10,27
P076600,52,7,3,10,36
P076601,47,8,1,1,44
P076602,44,10,1,10,31
P076603,41,6,3,10,28
P076604,45,7,2,10,26
P076605,56,8,2,10,41
P076606,55,8,2,1,60
P076607,51,8,3,10,40
P076608,43,7,0,10,28
P076609,52,6,0,10,24
P076610,45,7,2,1,54
P076611,40,9,5,10,36
P076612,48,9,2,1,60
P076613,60,8,2,10,42
P076614,51,9,0,10,32
P076615,53,10,1,1,61
P076616,38,10,3,10,39
P076617,59,8,1,10,40
P076618,53,10,3,1,57
P076619,37,7,2,1,54
P076620,45,8,2,10,30
P076621,44,9,1,10,31
P076622,53,10,2,1,62
P076623,50,8,5,10,39
P076624,56,8,7,10,53
P076625,60,7,2,10,44
P076626,59,9,4,1,63
P076627,49,7,1,10,33
P076628,51,9,7,1,60
P076629,38,8,5,1,57
P076630,57,10,3,10,52
P076631,48,9,2,10,30
P076632,56,9,3,10,43
P076633,42,10,6,10,42
P076634,51,8,2,1,51
P076635,56,9,0,1,61
P076636,49,6,4,10,34
P076637,54,10,4,1,67
P076638,53,10,1,10,38
P076639,59,9,1,10,50
P076640,59,6,2,1,49
P076641,49,7,4,10,35
P076642,53,8,1,10,39
P076643,50,6,2,1,56
P076644,44,10,3,1,57
P076645,31,7,2,1,42
P076646,32,8,3,10,23
P076647,46,7,2,10,22
P076648,43,6,3,10,24
P076649,56,10,0,1,71
P076650,49,10,1,1,64
P076651,50,6,3,1,61
P076652,41,10,7,10,44
P076653,40,6,2,10,21
P076654,52,8,3,1,62
P076655,41,9,2,10,28
P076656,49,9,2,10,37
P076657,47,8,1,10,36
P076658,45,9,2,1,55
P076659,60,8,2,1,70
P076660,41,10,1,1,53
P076661,44,6,0,10,16
P076662,45,9,1,10,32
P076663,43,7,1,10,26
P076664,34,6,1,1,42
P076665,50,7,2,1,46
P076666,53,10,1,10,32
P076667,51,10,0,1,61
P076668,60,7,2,10,39
P076669,60,7,2,10,26
P076670,54,6,3,10,33
P076671,60,10,1,10,50
P076672,60,10,3,10,46
P076673,34,9,2,10,25
P076674,60,7,2,1,55
P076675,37,6,1,10,24
P076676,46,8,4,1,45
P076677,51,10,5,1,67
P076678,50,8,3,10,42
P076679,51,7,2,1,54
P076680,47,9,2,10,30
P076681,57,10,2,1,74
P076682,54,8,1,10,32
P076683,42,6,4,1,45
P076684,56,6,3,1,59
P076685,38,7,3,10,21
P076686,41,6,1,10,34
P076687,48,9,1,1,54
P076688,50,7,1,1,65
P076689,52,10,2,10,42
P076690,48,9,1,10,37
P076691,54,9,2,1,63
P076692,51,10,4,10,48
P076693,41,10,3,1,58
P076694,59,6,1,10,39
P076695,43,7,4,10,26
P076696,47,10,0,10,30
P076697,60,8,2,1,62
P076698,50,9,4,1,60
P076699,55,7,3,10,33
P076700,51,6,1,10,31
P076701,43,9,6,1,62
P076702,60,6,2,10,38
P076703,53,6,2,10,38
P076704,45,7,3,10,33
P076705,46,6,1,1,38
P076706,54,9,4,10,39
P076707,57,7,4,10,40
P076708,55,6,1,1,50
P076709,43,6,0,1,42
P076710,47,7,3,1,52
P076711,38,9,3,10,33
P076712,60,6,3,10,31
P076713,40,10,3,1,53
P076714,54,9,2,10,34
P076715,44,9,3,10,35
P076716,53,7,2,1,60
P076717,52,9,1,10,40
P076718,52,8,3,1,57
P076719,52,7,3,10,30
P076720,34,10,5,10,38
P076721,50,9,4,1,68
P076722,56,7,3,1,59
P076723,51,8,2,10,31
P076724,30,6,2,10,10
P076725,57,10,3,10,49
P076726,49,10,3,10,39
P076727,32,6,3,10,9
P076728,52,9,0,10,27
P076729,50,9,0,1,50
P076730,55,6,2,10,25
P076731,41,8,5,10,33
P076732,30,8,1,1,45
P076733,54,6,0,10,35
P076734,49,10,2,10,43
P076735,53,8,1,10,33
P076736,58,7,3,10,39
P076737,45,10,7,10,55
P076738,41,8,1,1,44
P076739,60,9,3,10,50
P076740,53,10,2,10,38
P076741,35,8,1,10,36
P076742,43,9,1,1,56
P076743,57,6,2,10,30
P076744,46,6,2,10,29
P076745,56,6,1,10,43
P076746,60,10,5,10,56
P076747,60,7,2,1,56
P076748,51,10,3,10,41
P076749,53,6,2,1,48
P076750,46,9,2,10,31
P076751,60,10,4,1,69
P076752,51,9,4,10,46
P076753,60,8,2,10,34
P076754,50,6,4,10,35
P076755,34,7,4,10,16
P076756,57,6,5,10,34
P076757,31,8,1,10,14
P076758,40,9,6,10,38
P076759,51,8,0,1,69
P076760,49,7,3,10,29
P076761,51,9,2,10,35
P076762,60,7,1,10,35
P076763,55,10,5,10,42
P076764,48,7,4,1,51
P076765,37,6,4,1,48
P076766,36,6,3,10,31
P076767,51,10,2,1,70
P076768,44,6,2,1,43
P076769,42,8,2,1,52
P076770,51,6,2,1,50
P076771,56,6,1,10,40
P076772,36,9,2,10,32
P076773,45,9,2,1,55
P076774,46,7,0,10,25
P076775,44,8,3,10,33
P076776,34,6,4,1,46
P076777,54,6,1,10,32
P076778,56,7,3,1,58
P076779,36,8,2,10,20
P076780,43,6,3,10,23
P076781,58,6,4,10,42
P076782,49,9,2,1,52
P076783,54,10,4,10,46
P076784,43,7,2,10,30
P076785,46,6,1,10,18
P076786,45,9,5,10,35
P076787,48,9,1,10,43
P076788,52,9,7,10,46
P076789,52,7,1,10,30
P076790,43,7,1,10,19
P076791,43,7,5,10,39
P076792,51,6,3,1,48
P076793,31,6,2,10,12
P076794,55,10,1,1,66
P076795,37,8,3,1,55
P076796,49,9,5,10,40
P076797,51,8,2,1,58
P076798,44,9,1,10,28
P076799,42,9,2,10,35
P076800,37,6,4,10,26
P076801,58,6,3,1,56
P076802,42,7,2,10,28
P076803,44,7,3,1,52
P076804,42,8,3,1,57
P076805,60,6,5,10,36
P076806,40,7,3,1,45
P076807,52,6,0,10,36
P076808,35,9,5,10,32
P076809,59,8,4,10,47
P076810,54,6,5,10,37
P076811,53,6,2,10,26
P076812,34,8,1,10,24
P076813,45,9,3,1,53
P076814,47,7,1,1,41
P076815,59,10,5,1,76
P076816,51,6,3,10,24
P076817,56,9,5,10,41
P076818,51,6,4,1,58
P076819,48,10,3,10,49
P076820,46,8,3,1,62
P076821,33,7,1,10,16
P076822,45,9,4,10,45
P076823,60,9,1,10,42
P076824,60,6,0,1,59
P076825,55,8,4,10,46
P076826,60,6,3,10,47
P076827,40,8,5,10,30
P076828,42,8,3,1,51
P076829,48,8,4,10,43
P076830,43,7,1,10,25
P076831,51,7,6,1,61
P076832,46,9,3,1,54
P076833,60,9,1,1,67
P076834,59,9,6,1,72
P076835,51,6,3,1,48
P076836,56,9,2,1,63
P076837,59,6,1,1,45
P076838,52,8,2,1,56
P076839,52,7,4,10,30
P076840,51,6,3,1,44
P076841,42,9,3,10,26
P076842,43,6,3,1,50
P076843,37,9,1,10,40
P076844,36,9,3,10,33
P076845,52,10,0,1,66
P076846,39,8,6,10,28
P076847,50,7,1,10,29
P076848,48,9,1,10,44
